market_id,yes_price_t0,no_price_t0,clob_spread_t0,yes_depth_t0,no_depth_t0,depth_imbalance_t0,price_velocity_30s,depth_trend_30s,btc_realized_vol_prior_30m,ttr_at_signal,market_hour_utc,day_of_week,label,token_side,oof_prob
0x0510044539e035b221d2b40b62230569097b950ede756c5fca8465bd94dc53f8,0.52,0.47,0.010000000000000009,177.0,341.38,-0.3171032833056831,0.00039984620315641826,1,0.08054639358150892,295.2,15,3,1,YES,0.5033235549926758
0x051ec4f9ba9fd59a2ea5d9f8259519cd411773eddeb5f10a6c26fde1f127ab68,0.44999999999999996,0.49,0.06000000000000005,422.76,32.41,0.8575916690467299,-0.002399068201910376,-1,0.09621202236079048,297.0,16,6,1,YES,0.5924883484840393
0x052510e621463150d9418f2a65c6e599a793e47d0a1f9087bdf32e3dde664817,0.44999999999999996,0.54,0.010000000000000064,106.65,267.19,-0.4294350524288465,0.0,-1,0.0570824996361046,283.8,8,0,1,NO,0.4139082133769989
0x0532bbf4ad38e3a504b5e675a2752d9d7ce72fc9c53ad2d46cb52e9e6ab4bac3,0.45999999999999996,0.53,0.010000000000000009,412.66,315.81,0.13294988125797907,0.0015993456117494981,1,0.191469090519061,297.6,15,1,1,YES,0.704801619052887
0x053477a52743a856ae91bce9777b25dbf18ab973635c0fe85e974df5f55f50a2,0.53,0.45999999999999996,0.010000000000000009,184.39,90.5,0.34155480373967767,0.0023988333993412345,-1,0.05356050935273476,299.40000000000003,7,5,0,NONE,0.25935256481170654
0x0542cf185442db79cfaa653219fa65485fc67bdc3b438f53cb5ed3990f39e241,0.495,0.495,0.010000000000000009,100.0,100.0,0.0,0.0017615196042452639,-1,0.0640277839116646,296.40000000000003,14,5,1,NO,0.366262286901474
0x0558fa8efce4def31595d5c4a337074a614158178d0799f71f2a297e6a9d6457,0.495,0.495,0.010000000000000009,100.0,100.0,0.0,-0.003339795378988387,-1,0.12276016998783862,297.6,23,3,0,NONE,0.5652854442596436
0x0565ecc0714c3a5d68305835b891d47fee37470474b1a7dfa0df223a71af9b49,0.48,0.51,0.010000000000000009,743.3,77.42,0.8113363875621407,0.003997349597322995,-1,0.0750250238837297,297.0,10,5,1,NO,0.5092722773551941
0x056e3ba89dca217a616668456b02ae53b15ac53870f1bed7fa364705f4b4ac19,0.5800000000000001,0.4,0.019999999999999907,192.46,46.6,0.6101397138793608,-0.009590427602401495,-1,0.1500638097791891,297.0,2,0,1,NO,0.8649380803108215
0x057d82122ead8d4744f8e6015765512cf20dcd8f740869241574ecf218e31901,0.5,0.49,0.010000000000000009,133.36,274.09,-0.3453920726469505,-0.0031985019496268714,-1,0.038947277451701984,294.6,7,2,1,NO,0.3935064375400543
0x05a9ac592cb04f63087467b5ed9c789870628b1e338c35b561ee68db7c4a8fb5,0.495,0.495,0.010000000000000009,100.0,100.0,0.0,-0.006554098402090641,-1,0.1780080459046154,299.40000000000003,18,0,1,NO,0.5894119143486023
0x05c2b588412ea29c23a97ff12425442e351f3d600d3d3fea99250ef269a0a5b6,0.54,0.44999999999999996,0.010000000000000009,151.48,232.81,-0.2116370449400193,0.00959650955754373,-1,0.1417958953897012,296.40000000000003,22,3,0,NONE,0.3433910310268402
0x05d102e11cfedb7d7cb9d87effc24b66039547325cc9621ca53ac5981454b6d3,0.495,0.495,0.010000000000000009,100.0,100.0,0.0,0.0008770474233574576,1,0.058340622611978074,298.8,18,2,1,YES,0.46353664994239807
0x05eb10cff820a50838e00ad45ea7de332c49f14501998b5f082308663c687133,0.49,0.49,0.020000000000000018,88.55,19.04,0.6460637605725438,0.0011994855646310421,1,0.1453169397799616,299.40000000000003,10,6,1,NO,0.6312006711959839
0x05f05bcfc522d671f8b9935e4635dd33f9686fb7382b6ce4695234c7b7828a68,0.32999999999999996,0.6599999999999999,0.010000000000000064,39.66,173.72,-0.628268816196457,-0.002798791146128162,1,0.19757019862842662,295.79999999999995,13,6,0,NONE,0.10918524116277695
0x05f695092bee1b3223c793e671e1aef9473d29b02a3c242a357d8a01fd48e4fd,0.47,0.52,0.010000000000000009,446.14,337.42,0.13875134003777628,-0.005995823069816644,-1,0.06517958377772717,294.6,19,1,0,NONE,0.32282039523124695
0x05f9f73e249ca5c53cbd50cc02b815c6cb06489f753db5cacab51e4c56f49409,0.52,0.47,0.010000000000000009,372.98,20.36,0.8964763309096455,-0.0027982375580564364,1,0.15703323656656215,295.2,15,2,1,NO,0.6801997423171997
0x0603d39ea6f96d171f9fa993d4365f3200c666b208a5898207bde3584201c496,0.63,0.36,0.010000000000000009,124.66,144.71,-0.07443293611018306,-0.0011984879396757884,1,0.10425413205543899,298.2,21,0,1,NO,0.33429133892059326
0x060a7279de8450efd84a22ca8c49c4cf6483f840b691611dc093a8df69480259,0.495,0.495,0.010000000000000009,100.0,100.0,0.0,-0.004898714350999912,1,0.07499830670560684,299.40000000000003,21,1,1,NO,0.49075260758399963
0x060ba1f3fa827d07c453b2d5a6627f680a61d101c830e9e8f32edf1cbf69540d,0.45999999999999996,0.54,5.551115123125783e-17,21.37,298.55,-0.8664041010252563,-0.003198492614400684,1,0.16083808922173423,295.79999999999995,8,3,0,NONE,0.5732844471931458
