market_id,timestamp,slug,ttr_seconds,spread_pct,spread_blocked_reason,yes_price_t0,no_price_t0,clob_spread_t0,yes_depth_t0,no_depth_t0,depth_imbalance_t0,price_velocity_30s,depth_trend_30s,btc_realized_vol_prior_30m,ttr_at_signal,market_hour_utc,day_of_week,shadow_signal_yes,shadow_prob_yes,shadow_kelly_yes,shadow_tier_yes,shadow_signal_no,shadow_prob_no,shadow_kelly_no,shadow_tier_no,actual_outcome,signal_direction
0x006f5025d66d5a30a504564c3ec4f422e9251ea616d22e17c826be00876b7bdd,2026-06-08T14:57:31.549799+00:00,btc-updown-5m-1780930500,148.5,0.155675,TOO_WIDE,0.01,0.01,0.9,1026.0,174.5,0.709289,-0.00366667,0.0,0.369436,148.5,14,0,SKIP,0.484953,0.4783,LOW,SKIP,0.424873,0.4174,LOW,WIN,YES
0x0108e4c1960b412e7692160cd151b86771aefd1a9a6ae07f6ed96b00b135a408,2026-06-11T02:35:18.368722+00:00,btc-updown-5m-1781145300,281.6,0.127185,TOO_WIDE,0.01,0.01,0.61,462.13,352.09,0.135139,-0.01633333,0.0,0.387426,281.6,2,3,SKIP,0.396239,0.3884,LOW,SKIP,0.318781,0.31,LOW,WIN,YES
0x01cd9df90400a147e0ef1db94da8e2c3eb3234161b515ad4b182d09820044c78,2026-06-11T02:45:41.313289+00:00,btc-updown-5m-1781145900,258.7,0.134023,TOO_WIDE,0.01,0.01,0.34,412.75,467.62,-0.062321,-0.02166667,0.0,0.443256,258.7,2,3,SKIP,0.318781,0.31,LOW,SKIP,0.376513,0.3685,LOW,WIN,NO
0x02b6f199b4139c5409481ac9cbbbd8693e394f21829a6046b05e147566c5c64b,2026-06-11T03:47:39.997374+00:00,btc-updown-5m-1781149500,140.0,0.155601,TOO_WIDE,0.01,0.01,0.74,1109.31,24.61,0.95659,-0.008,0.0,0.452641,140.0,3,3,SKIP,0.377044,0.369,LOW,SKIP,0.309498,0.3006,LOW,WIN,YES
0x0429f559a6651af66144ddb9ad103cde686a62811cdab7d89151e98cc6829e9b,2026-06-08T13:51:36.577869+00:00,btc-updown-5m-1780926600,203.4,0.124003,TOO_WIDE,0.01,0.01,0.59,379.91,771.19,-0.339916,-0.01266667,0.0,0.841661,203.4,13,0,SKIP,0.409156,0.4015,LOW,SKIP,0.522515,0.5163,LOW,LOSE,NO
0x063161ffd8e0ac6d5200841ed24a1248b1f352109db7e6af4f8a83aa4777e91f,2026-06-08T13:35:25.172070+00:00,btc-updown-5m-1780925700,274.8,0.128524,TOO_WIDE,0.01,0.01,0.57,567.78,763.04,-0.146727,-0.01366667,0.0,0.28479,274.8,13,0,SKIP,0.409156,0.4015,LOW,SKIP,0.522515,0.5163,LOW,WIN,NO
0x07abf05b3121113d0725b590d8945d2bfdd48d914637f29ea43bba2bcc5da6bd,2026-06-10T19:37:40.411405+00:00,btc-updown-5m-1781120100,139.6,0.128049,TOO_WIDE,0.01,0.01,0.62,169.11,759.64,-0.635839,-0.01,0.0,0.568894,139.6,19,2,SKIP,0.304858,0.2959,LOW,SKIP,0.328163,0.3195,LOW,LOSE,NO
0x09c9d4ae0e1835d3284de57f77268f6d8e96072fc460e17bfa7abec58c057c6c,2026-06-10T12:36:07.433157+00:00,btc-updown-5m-1781094900,232.6,0.12263,TOO_WIDE,0.01,0.01,0.34,327.88,740.9,-0.386446,-0.02266667,0.0,0.903062,232.6,12,2,SKIP,0.29875,0.2897,LOW,SKIP,0.356572,0.3483,LOW,LOSE,NO
0x0ad040541dac76c4817ffc7613e40960c2954e7c9ef7ae5875f4aac011224a88,2026-06-11T01:42:01.820262+00:00,btc-updown-5m-1781142000,178.2,0.200266,TOO_WIDE,0.01,0.01,0.77,402.4,24.87,0.883582,-0.00866667,0.0,0.463272,178.2,1,3,SKIP,0.362159,0.3539,LOW,SKIP,0.309498,0.3006,LOW,WIN,YES
0x0b6564af44ac3cde571f6679cbfdb371ca89ed3ed9191e132aeeb9a7ade8b9cb,2026-06-10T22:25:24.995723+00:00,btc-updown-5m-1781130300,275.0,0.129138,TOO_WIDE,0.01,0.01,0.39,581.01,408.26,0.174622,-0.01933333,0.0,0.574034,275.0,22,2,SKIP,0.371352,0.3632,LOW,SKIP,0.29875,0.2897,LOW,LOSE,YES
0x0c45a652e37af3dfa5d51bd06ae8def446bbc7ae3008300452e1a425a327fb61,2026-06-08T10:34:19.680810+00:00,btc-updown-5m-1780914600,40.3,0.16051,TOO_WIDE,0.495,0.495,0.01,100.0,100.0,0.0,0.01516667,0.0,0.232716,40.3,10,0,SKIP,0.373374,-0.6644,LOW,SKIP,0.373374,-0.6644,LOW,WIN,YES
0x0d33d653de5d41a24ba9d8507b99252d3598acb3d1a590b571f9f188af08ceca,2026-06-10T23:20:37.726154+00:00,btc-updown-5m-1781133600,262.3,0.130519,TOO_WIDE,0.01,0.01,0.71,1562.49,23.33,0.97058,-0.01166667,0.0,0.315566,262.3,23,2,SKIP,0.348067,0.3396,LOW,SKIP,0.294106,0.285,LOW,WIN,YES
0x0d540cead337859d9fb205e4841ea20f45e8ca96a88c96ccad1383c93d988d29,2026-06-10T19:46:58.131256+00:00,btc-updown-5m-1781120700,181.9,0.148582,TOO_WIDE,0.01,0.01,0.24,83.0,2107.67,-0.924224,-0.02833333,0.0,0.419571,181.9,19,2,SKIP,0.304858,0.2959,LOW,SKIP,0.337879,0.3293,LOW,WIN,NO
0x0e28546e9036e9cefbec2c13de6dc8014a4042f04cf7fee498ed5c65916c9de1,2026-06-08T11:36:37.600238+00:00,btc-updown-5m-1780918500,202.4,0.134914,TOO_WIDE,0.01,0.01,0.91,1651.46,119.03,0.865536,-0.00166667,0.0,0.574958,202.4,11,0,SKIP,0.501357,0.4949,LOW,SKIP,0.430596,0.4232,LOW,WIN,YES
0x0ef38ea42e4eca758ba2ba0cea70077e33497b65edf8fa3779aa7b07621a3046,2026-06-10T21:11:43.810328+00:00,btc-updown-5m-1781125800,196.2,0.168759,TOO_WIDE,0.01,0.01,0.21,86.92,651.05,-0.764446,-0.025,0.0,0.37406,196.2,21,2,SKIP,0.304858,0.2959,LOW,SKIP,0.323394,0.3147,LOW,WIN,NO
0x0fa403aea7b3159b112a66e8cb0896cde8f196e70697ec02a6cb95651d9b500d,2026-06-07T08:54:27.265119+00:00,btc-updown-5m-1780822200,32.7,0.131097,TOO_WIDE,0.495,0.495,0.01,100.0,100.0,0.0,-0.00783333,0.0,0.533665,32.7,8,6,SKIP,0.575065,-0.1287,MEDIUM,SKIP,0.575065,-0.1287,MEDIUM,WIN,YES
0x1077d73fefb2abd56959fb87f54f728e96e7942abd0f072270b45aa0cc2207a9,2026-06-09T18:57:03.729709+00:00,btc-updown-5m-1781031300,176.3,0.136886,TOO_WIDE,0.01,0.01,0.83,578.05,250.76,0.394897,-0.00433333,0.0,0.427925,176.3,18,1,SKIP,0.385205,0.3773,LOW,SKIP,0.322652,0.3139,LOW,WIN,YES
0x12eccc698fe83a53969a3662435db77bf2f1f7b7f3cdcf3cbca99416fe504951,2026-06-06T16:40:36.489429+00:00,btc-updown-5m-1780764000,263.5,0.121321,TOO_WIDE,0.01,0.01,0.64,980.42,165.14,0.711684,-0.01133333,0.0,0.39602,263.5,16,5,SKIP,0.323963,0.3152,LOW,SKIP,0.300994,0.292,LOW,WIN,YES
0x13439d8440c63eeb8bc817400c4a9e760372d898757f4d2281e1628a4a4e9be0,2026-06-11T04:40:02.755252+00:00,btc-updown-5m-1781152800,297.2,0.466809,TOO_WIDE,0.01,0.01,0.98,499.65,19.31,0.925577,0.0,0.0,0.267037,297.2,4,3,SKIP,0.396079,0.3883,LOW,SKIP,0.325213,0.3165,LOW,LOSE,YES
0x13bb344d8c0793c2eab9f375e96e56ce4c7acd8eba62681dcc336b9455022926,2026-06-10T22:12:08.650989+00:00,btc-updown-5m-1781129400,171.3,0.12186,TOO_WIDE,0.01,0.01,0.32,208.97,305.53,-0.187685,-0.02233333,0.0,1.055304,171.3,22,2,SKIP,0.29875,0.2897,LOW,SKIP,0.371352,0.3632,LOW,WIN,NO
0x147ebb43af25a1eccacd516a18d2ffbebab899c8cdd89360d900397cbd2efb7b,2026-06-07T02:54:31.620076+00:00,btc-updown-5m-1780800600,28.4,0.120809,TOO_WIDE,0.495,0.495,0.01,100.0,100.0,0.0,-0.00083333,0.0,0.464018,28.4,2,6,SKIP,0.622026,-0.0039,MEDIUM,SKIP,0.622026,-0.0039,MEDIUM,WIN,YES
0x14c8f51b0ef1d14afbafc35f142e2365151d15941883752edd469c3fe74409df,2026-06-11T01:26:07.347683+00:00,btc-updown-5m-1781141100,232.7,0.160605,TOO_WIDE,0.01,0.01,0.54,324.62,735.16,-0.387378,-0.016,0.0,0.36807,232.7,1,3,SKIP,0.318781,0.31,LOW,SKIP,0.380608,0.3726,LOW,WIN,NO
0x1513d23b8392306afc03ce2e5041dc2f6301795a9fa0f06d2a3a5fa0f86623f9,2026-06-10T11:21:07.913358+00:00,btc-updown-5m-1781090400,232.1,0.143318,TOO_WIDE,0.01,0.01,0.79,664.45,143.67,0.644427,-0.00566667,0.0,1.238179,232.1,11,2,SKIP,0.32991,0.3213,LOW,SKIP,0.304858,0.2959,LOW,WIN,YES
0x181b00db9337c88953091eea945761b20348dbdc910ffe2eaad36ad2dbf1ac02,2026-06-11T16:04:29.132817+00:00,btc-updown-5m-1781193600,30.9,0.121631,TOO_WIDE,0.495,0.495,0.01,100.0,100.0,0.0,-0.01616667,0.0,0.571984,30.9,16,3,SKIP,0.603515,-0.0531,MEDIUM,SKIP,0.603515,-0.0531,MEDIUM,LOSE,YES
0x1942cfd66fbd70be6090ffb48085f3fb62a69085a3cf158f394791633696bae2,2026-06-11T13:19:03.794677+00:00,btc-updown-5m-1781183700,56.2,0.127975,TOO_WIDE,0.01,0.01,0.75,1196.91,19.25,0.968343,-0.00833333,0.0,0.727256,56.2,13,3,SKIP,0.348067,0.3396,LOW,SKIP,0.294106,0.285,LOW,WIN,YES
0x19d3439f964053fe47e4bb8bdb068feb227f15837ff9bb921c5c7837768e31ac,2026-06-11T01:30:02.258910+00:00,btc-updown-5m-1781141400,297.7,0.122335,TOO_WIDE,0.01,0.01,0.18,48.18,1243.16,-0.925382,0.0,0.0,0.356052,297.7,1,3,SKIP,0.325213,0.3165,LOW,SKIP,0.380557,0.3726,LOW,WIN,NO
0x1a4528eb46d34fb693c3a48d563d43b512364e12cc86c5e30b2f1de9640bd0e3,2026-06-08T20:12:53.710838+00:00,btc-updown-5m-1780949400,126.3,0.13286,TOO_WIDE,0.01,0.01,0.84,1277.45,106.67,0.845863,-0.00466667,0.0,0.274019,126.3,20,0,SKIP,0.487162,0.4805,LOW,SKIP,0.417402,0.4099,LOW,LOSE,YES
0x1ac7466ef31c3d7d917c5160cc0584ed1f7cb832b288b59fddf7d8f2a0e6af5b,2026-06-08T12:49:04.018800+00:00,btc-updown-5m-1780922700,56.0,0.134162,TOO_WIDE,0.01,0.01,0.36,27.64,584.68,-0.909721,-0.02366667,0.0,0.294095,56.0,12,0,SKIP,0.40283,0.3951,LOW,SKIP,0.491428,0.4849,LOW,WIN,NO
0x1e41214c1e3fe195c784714749a4b061314588d7bb034c3df257201b3f289e3d,2026-06-09T19:32:06.150767+00:00,btc-updown-5m-1781033400,173.8,0.140888,TOO_WIDE,0.01,0.01,0.92,4137.55,18.9,0.990906,-0.00266667,0.0,0.230987,173.8,19,1,SKIP,0.373628,0.3655,LOW,SKIP,0.315498,0.3067,LOW,WIN,YES
0x1fa34431c583792db667a3a7484615d9554fdd08172e626028a60080f9044661,2026-06-09T15:57:09.001640+00:00,btc-updown-5m-1781020500,171.0,0.18001,TOO_WIDE,0.01,0.01,0.42,83.58,52.05,0.232408,-0.01933333,0.0,0.568626,171.0,15,1,SKIP,0.399688,0.3919,LOW,SKIP,0.287879,0.2787,LOW,LOSE,YES
0x20963f71f4de7f0b5809a5c0d55d3a9b60db9bfd1cf007fe5e3d5fd07af8ffab,2026-06-11T00:05:11.284334+00:00,btc-updown-5m-1781136300,288.7,0.120107,TOO_WIDE,0.01,0.01,0.47,176.14,529.72,-0.500912,-0.01666667,0.0,0.161305,288.7,0,3,SKIP,0.396175,0.3884,LOW,SKIP,0.396175,0.3884,LOW,WIN,YES
0x20ac3cc8becc7db38133d109679a373a7b2021c790c3709a5edeee6d567f2b7a,2026-06-07T22:49:21.172940+00:00,btc-updown-5m-1780872300,38.8,0.126601,TOO_WIDE,0.01,0.01,0.34,142.39,261.89,-0.295602,-0.02333333,0.0,0.658567,38.8,22,6,SKIP,0.300994,0.292,LOW,SKIP,0.368554,0.3604,LOW,LOSE,NO
0x23185461a9cdb110ac02449738b22e7dcb9cb8bb901878ceb21ceb00506d8487,2026-06-10T21:52:03.804458+00:00,btc-updown-5m-1781128200,176.2,0.166463,TOO_WIDE,0.01,0.01,0.03,48.01,8008.91,-0.988081,-0.03066667,0.0,0.345238,176.2,21,2,SKIP,0.285572,0.2763,LOW,SKIP,0.337751,0.3292,LOW,WIN,NO
0x251663c7125061f8210fd091f04311ccdd1d6c9c6d89c377849cfa2136de354b,2026-06-11T03:21:54.287147+00:00,btc-updown-5m-1781148000,185.7,0.151522,TOO_WIDE,0.01,0.01,0.53,170.6,682.64,-0.600113,-0.01733333,0.0,0.474588,185.7,3,3,SKIP,0.338773,0.3302,LOW,SKIP,0.364802,0.3566,LOW,LOSE,NO
0x25a270fdc1b279c997e24a44ebeca12dd6fb7dfa8db3105a94b037960eee7ae1,2026-06-11T02:33:17.096106+00:00,btc-updown-5m-1781145000,102.9,0.121534,TOO_WIDE,0.01,0.01,0.2,33.43,479.77,-0.869736,-0.026,0.0,0.595422,102.9,2,3,SKIP,0.326667,0.318,LOW,SKIP,0.382248,0.3743,LOW,WIN,NO
0x28aa50ce6c1787b4754eb8e982a22522e8b4f64866429d70d2b407df8fbf6029,2026-06-10T06:50:07.699030+00:00,btc-updown-5m-1781074200,292.3,0.390581,TOO_WIDE,0.01,0.01,0.44,34.27,203.06,-0.711208,-0.01733333,0.0,0.291613,292.3,6,2,SKIP,0.301482,0.2925,LOW,SKIP,0.341611,0.3331,LOW,LOSE,NO
0x2a0bd277ad3d8b19f33deb28c1c38ac98870332c4cc4aab249d269151f9a7537,2026-06-11T02:50:08.037779+00:00,btc-updown-5m-1781146200,292.0,0.146728,TOO_WIDE,0.01,0.01,0.56,157.03,263.53,-0.253242,-0.012,0.0,0.412562,292.0,2,3,SKIP,0.325361,0.3166,LOW,SKIP,0.396239,0.3884,LOW,LOSE,NO
0x2a9fc846dd7683212f41c9ef7e9c2d608d2e8957a1fe580a1ba747fb54fc5e9f,2026-06-08T16:07:20.327220+00:00,btc-updown-5m-1780934700,159.7,0.150221,TOO_WIDE,0.01,0.01,0.72,586.94,432.54,0.151453,-0.00933333,0.0,0.765595,159.7,16,0,SKIP,0.522515,0.5163,LOW,SKIP,0.409156,0.4015,LOW,LOSE,YES
0x2ac092a2b451a431562464f5b68d98795e230f7a280bc56cd69ce356fb2c76a0,2026-06-10T20:35:49.063078+00:00,btc-updown-5m-1781123700,250.9,0.130645,TOO_WIDE,0.01,0.01,0.35,461.7,773.03,-0.252145,-0.021,0.0,0.515326,250.9,20,2,SKIP,0.29875,0.2897,LOW,SKIP,0.371352,0.3632,LOW,WIN,NO
0x2bc40ede3e27f90b450882dcd79277e97997499092e70e8707ef93afaa4b3852,2026-06-09T16:41:26.364681+00:00,btc-updown-5m-1781023200,213.6,0.141208,TOO_WIDE,0.01,0.01,0.81,533.61,132.15,0.603002,-0.00466667,0.0,0.817319,213.6,16,1,SKIP,0.342943,0.3345,LOW,SKIP,0.316813,0.308,LOW,WIN,YES
0x2d8789a3476cbb7569586f03db828f8a45edf9a97ed2b9457fffd09b4b5cacf2,2026-06-10T23:41:33.262812+00:00,btc-updown-5m-1781134800,206.7,0.136825,TOO_WIDE,0.01,0.01,0.73,815.21,128.33,0.727981,-0.00766667,0.0,0.650724,206.7,23,2,SKIP,0.32991,0.3213,LOW,SKIP,0.304858,0.2959,LOW,WIN,YES
0x2e8416d05e4ca911b6fbd66b94a9108db2fbf8559ee2f6745f3440962028e592,2026-06-10T15:11:53.826185+00:00,btc-updown-5m-1781104200,186.2,0.146185,TOO_WIDE,0.01,0.01,0.34,188.16,1020.42,-0.688627,-0.02366667,0.0,1.752419,186.2,15,2,SKIP,0.29875,0.2897,LOW,SKIP,0.328163,0.3195,LOW,WIN,NO
0x3000b47239c8480367e649779c60ad3a1658a0325189625168265d50acfcb088,2026-06-09T04:39:30.300996+00:00,btc-updown-5m-1780979700,29.7,0.124988,TOO_WIDE,0.01,0.01,0.91,647.57,38.21,0.888556,-0.00233333,0.0,0.98593,29.7,4,1,SKIP,0.415717,0.4082,LOW,SKIP,0.341686,0.3332,LOW,WIN,YES
0x3315ad0268f8abb8928961c388bbad78537dd7f143b878f55f593b23d0cf38f6,2026-06-07T23:01:35.952752+00:00,btc-updown-5m-1780873200,204.0,0.13385,TOO_WIDE,0.01,0.01,0.91,1294.82,64.45,0.905171,-0.00366667,0.0,1.442689,204.0,23,6,SKIP,0.357204,0.3489,LOW,SKIP,0.302324,0.2933,LOW,WIN,YES
0x3922676ee77fe5a07a9f39eb9dc45755d4d9134ca70c457fe109354ba3dc8952,2026-06-08T14:18:20.810055+00:00,btc-updown-5m-1780928100,99.2,0.148999,TOO_WIDE,0.01,0.01,0.22,88.4,2401.62,-0.928994,-0.024,0.0,0.505631,99.2,14,0,SKIP,0.417402,0.4099,LOW,SKIP,0.478426,0.4717,LOW,WIN,NO
0x3a4b170599eac92fffdf574da602b4db3000c0e3f3c2a5e85693d13d1055f7cc,2026-06-10T13:30:58.648099+00:00,btc-updown-5m-1781098200,241.4,0.127204,TOO_WIDE,0.01,0.01,0.82,2335.82,141.74,0.885581,-0.005,0.0,0.140121,241.4,13,2,SKIP,0.451891,0.4448,LOW,SKIP,0.485217,0.4786,LOW,LOSE,NO
0x3a6664401e6d678a0def2cc673c0df1d08b35a5e54b78adbfced8bb9a4a4a014,2026-06-08T11:21:47.276412+00:00,btc-updown-5m-1780917600,192.7,0.128073,TOO_WIDE,0.01,0.01,0.58,529.31,1001.48,-0.308443,-0.01733333,0.0,0.535701,192.7,11,0,SKIP,0.409156,0.4015,LOW,SKIP,0.522515,0.5163,LOW,LOSE,NO
0x3ba27a7d45a54434ae6c1bd4181163dffca51c44c90fa11d6d203a98327b8364,2026-06-08T12:43:37.876080+00:00,btc-updown-5m-1780922400,82.1,0.15024,TOO_WIDE,0.01,0.01,0.84,2777.85,192.81,0.870192,-0.00533333,0.0,0.534106,82.1,12,0,SKIP,0.487162,0.4805,LOW,SKIP,0.409156,0.4015,LOW,WIN,YES
0x3c267d69d40c10aecfcdee8f644eef1ab7d5e4e3033dbddacef633f2010e293f,2026-06-11T04:00:02.911658+00:00,btc-updown-5m-1781150400,297.1,0.666139,TOO_WIDE,0.495,0.495,0.01,100.0,100.0,0.0,0.0,0.0,0.787607,297.1,4,3,SKIP,0.622026,-0.0039,MEDIUM,SKIP,0.622026,-0.0039,MEDIUM,LOSE,YES
0x3ccde373fea18e020dcd1cf8b917faff2269fe9f381c924cabcb0c2eecf670e7,2026-06-09T17:01:03.429335+00:00,btc-updown-5m-1781024400,236.6,0.123242,TOO_WIDE,0.01,0.01,0.53,215.3,589.0,-0.464634,-0.01333333,0.0,1.205016,236.6,17,1,SKIP,0.310426,0.3015,LOW,SKIP,0.370632,0.3625,LOW,LOSE,NO
0x3dd1bf51f24080e3b063d52e542594125ce1d7d995dd064931fb1649b3c16a1b,2026-06-10T21:32:29.263115+00:00,btc-updown-5m-1781127000,150.7,0.134732,TOO_WIDE,0.01,0.01,0.89,1228.75,41.76,0.934261,-0.00333333,0.0,0.616067,150.7,21,2,SKIP,0.365423,0.3572,LOW,SKIP,0.308592,0.2997,LOW,WIN,YES
0x3e9f6c29a3ad7e87ed4f03d6cad9d983aeb910ea9f096cb1b9a8e96718c66c39,2026-06-10T13:30:06.288216+00:00,btc-updown-5m-1781097900,0.0,0.161834,TOO_WIDE,0.01,0.01,0.68,1070.29,57.11,0.898682,-0.014,0.0,0.140121,0.0,13,2,SKIP,0.451891,0.4448,LOW,SKIP,0.469369,0.4625,LOW,LOSE,NO
0x401d634e488f07b470b41c6d4a7392c21e685ad9cb48e3747dfdb9bb3402ebd5,2026-06-10T06:40:01.011871+00:00,btc-updown-5m-1781073600,299.0,0.328508,TOO_WIDE,0.01,0.01,0.48,95.26,46.91,0.340086,0.0,0.0,0.283188,299.0,6,2,SKIP,0.392636,0.3848,LOW,SKIP,0.31795,0.3091,LOW,LOSE,YES
0x419f8f2e228f883c77ffd318b78ef1c91af83441816146d36ff9c2001444fde6,2026-06-10T20:22:32.798289+00:00,btc-updown-5m-1781122800,147.2,0.133306,TOO_WIDE,0.01,0.01,0.47,113.77,599.97,-0.681201,-0.01066667,0.0,0.523461,147.2,20,2,SKIP,0.304858,0.2959,LOW,SKIP,0.32991,0.3213,LOW,LOSE,NO
0x43f6e3bbec0297c84781c4416c27af8cde4fcd749b7547243ba6770423fea04d,2026-06-08T07:26:02.370498+00:00,btc-updown-5m-1780903500,237.6,0.130323,TOO_WIDE,0.01,0.01,0.33,99.58,1497.42,-0.875289,-0.021,0.0,0.665869,237.6,7,0,SKIP,0.427672,0.4203,LOW,SKIP,0.498226,0.4917,LOW,WIN,NO
0x4b5744df5b316117e82a0bae52520099aef03b1d3fee0c58b74b30f9824c1dbd,2026-06-09T14:26:19.453303+00:00,btc-updown-5m-1781015100,220.5,0.131616,TOO_WIDE,0.01,0.01,0.57,658.45,490.48,0.146202,-0.014,0.0,0.635159,220.5,14,1,SKIP,0.385923,0.378,LOW,SKIP,0.310426,0.3015,LOW,LOSE,YES
0x4c5a7c5747e145625f500eda7271e7440358990179c83c4deb0b939e586dbeef,2026-06-10T10:31:47.488325+00:00,btc-updown-5m-1781087400,192.5,0.122993,TOO_WIDE,0.01,0.01,0.82,708.11,71.46,0.816673,-0.005,0.0,0.564831,192.5,10,2,SKIP,0.31416,0.3053,LOW,SKIP,0.286421,0.2772,LOW,WIN,YES
0x4c71f69fe668653e2bf4b036db33746cb995bf8089fc533717d570eb1bfe3e42,2026-06-11T04:15:06.176659+00:00,btc-updown-5m-1781151300,293.8,0.481623,TOO_WIDE,0.01,0.01,0.37,85.14,571.32,-0.740607,0.0,0.0,0.599499,293.8,4,3,SKIP,0.337262,0.3287,LOW,SKIP,0.357898,0.3496,LOW,WIN,NO
0x4c776c84f6c6e07090b13b31608d2e122fecf8db71e6ed79d2866e3678c5eaa5,2026-06-10T10:01:23.392895+00:00,btc-updown-5m-1781085600,216.6,0.147427,TOO_WIDE,0.01,0.01,0.35,709.35,536.55,0.138693,-0.021,0.0,0.517536,216.6,10,2,SKIP,0.380752,0.3728,LOW,SKIP,0.306266,0.2973,LOW,LOSE,YES
0x4ee24d6ef64570c15609b2629a4aea09c4f6c6581fe8af40bf541df3125e2191,2026-06-11T00:45:28.498275+00:00,btc-updown-5m-1781138700,271.5,0.128669,TOO_WIDE,0.01,0.01,0.81,1391.93,18.4,0.973901,-0.006,0.0,0.535286,271.5,0,3,SKIP,0.362159,0.3539,LOW,SKIP,0.309498,0.3006,LOW,WIN,YES
0x4f2a3b7de23c4bf7a0519e1307f4797caee4b07c4dcff8e828862bdc1785ab11,2026-06-09T17:19:25.481383+00:00,btc-updown-5m-1781025300,34.5,0.126083,TOO_WIDE,0.01,0.01,0.98,4025.44,40.44,0.98011,0.0,0.0,0.975216,34.5,17,1,SKIP,0.380196,0.3722,LOW,SKIP,0.321055,0.3123,LOW,WIN,YES
0x4fbe2bc6b8e4fac46a0466082ab7d01e37985940246ec99c464c9ac0196b05bb,2026-06-09T14:48:06.603579+00:00,btc-updown-5m-1781016300,113.4,0.120028,TOO_WIDE,0.01,0.01,0.05,10.79,1624.79,-0.986805,-0.031,0.0,0.272261,113.4,14,1,SKIP,0.296625,0.2875,LOW,SKIP,0.3511,0.3427,LOW,WIN,NO
0x5527bf6ada0c7eb089b29c93ad7273b7456708b39d39574af30bcd1b7e5a34da,2026-06-11T00:02:05.027705+00:00,btc-updown-5m-1781136000,175.0,0.120047,TOO_WIDE,0.01,0.01,0.94,2618.47,38.01,0.97138,-0.00366667,0.0,0.210001,175.0,0,3,SKIP,0.376443,0.3684,LOW,SKIP,0.321683,0.3129,LOW,WIN,YES
0x616a96679f49f4815b2927b28a04cae060d0fd0b2f48ced107e19dbae0a6e6d1,2026-06-11T13:32:00.024583+00:00,btc-updown-5m-1781184600,180.0,0.12542,TOO_WIDE,0.01,0.01,0.13,95.67,1344.68,-0.867162,-0.02866667,0.0,0.780124,180.0,13,3,SKIP,0.304858,0.2959,LOW,SKIP,0.344701,0.3362,LOW,WIN,NO
0x63744881bbf647cf80223f8bba1f026951ba4fb240cf6826fe2424ed72ab28ad,2026-06-11T13:42:41.454968+00:00,btc-updown-5m-1781185200,138.5,0.124951,TOO_WIDE,0.01,0.01,0.06,93.56,2330.24,-0.922797,-0.03,0.0,0.252054,138.5,13,3,SKIP,0.304858,0.2959,LOW,SKIP,0.344701,0.3362,LOW,LOSE,NO
0x674240c5fa962d61e93252fb6f6d759317f0b867f5a82f9520845e1a904ff7e2,2026-06-11T01:21:25.180939+00:00,btc-updown-5m-1781140800,214.8,0.122371,TOO_WIDE,0.01,0.01,0.26,91.3,706.57,-0.771151,-0.025,0.0,0.433295,214.8,1,3,SKIP,0.325361,0.3166,LOW,SKIP,0.352229,0.3439,LOW,WIN,NO
0x68900a83d9e86d2c3b77850a4d7d48c14394fbe703d58582919f8edacda37487,2026-06-11T03:00:00.767040+00:00,btc-updown-5m-1781146800,299.2,0.123691,TOO_WIDE,0.01,0.01,0.93,895.03,24.31,0.947121,0.0,0.0,0.278711,299.2,3,3,SKIP,0.396079,0.3883,LOW,SKIP,0.358935,0.3507,LOW,LOSE,YES
0x6ac3f6de99db88c17031e346cb8191c16485873f3f794a603fcfa470c0e965ce,2026-06-10T15:00:38.550546+00:00,btc-updown-5m-1781103600,261.4,0.191396,TOO_WIDE,0.01,0.01,0.38,600.24,476.26,0.115168,-0.02,0.0,0.259911,261.4,15,2,SKIP,0.371352,0.3632,LOW,SKIP,0.29875,0.2897,LOW,WIN,YES
0x6af438275b04750ba32d597aca53b16ab5fa8a312815b35ccd56df94f6793117,2026-06-10T22:47:00.917670+00:00,btc-updown-5m-1781131500,179.1,0.133446,TOO_WIDE,0.01,0.01,0.16,69.08,1032.17,-0.874544,-0.027,0.0,0.336504,179.1,22,2,SKIP,0.2947,0.2856,LOW,SKIP,0.348067,0.3396,LOW,WIN,NO
0x6ccd93f9e83d3834739a3884f32f0a34ab079a40d2999f4fa777271e531c4db2,2026-06-10T06:35:27.421033+00:00,btc-updown-5m-1781073300,272.6,0.126183,TOO_WIDE,0.01,0.01,0.44,695.95,380.06,0.293572,-0.01766667,0.0,0.436477,272.6,6,2,SKIP,0.380752,0.3728,LOW,SKIP,0.306266,0.2973,LOW,WIN,YES
0x6dad462ea67e883ba01a11173e43fe1c27fc2e23c674664dcde8812a0478513a,2026-06-08T10:03:04.259017+00:00,btc-updown-5m-1780912800,115.7,0.123821,TOO_WIDE,0.01,0.01,0.34,424.43,232.33,0.292484,-0.02266667,0.0,0.420876,115.7,10,0,SKIP,0.53373,0.5277,LOW,SKIP,0.41929,0.4118,LOW,LOSE,YES
